acumuladas,poblacion,provincia,total,mes,anio
364,881394,Azuay,364,1,2020
63,209933,Bolívar,63,1,2020
57,186869,Carchi,57,1,2020
109,281396,Cañar,109,1,2020
219,524004,Chimborazo,219,1,2020
138,488716,Cotopaxi,138,1,2020
307,715751,El Oro,307,1,2020
135,591083,Esmeraldas,135,1,2020
5,33042,Galápagos,5,1,2020
1978,4387434,Guayas,1978,1,2020
188,476257,Imbabura,188,1,2020
218,521154,Loja,218,1,2020
301,921763,Los Ríos,301,1,2020
626,1562079,Manabí,626,1,2020
49,196535,Morona Santiago,49,1,2020
35,133705,Napo,35,1,2020
42,161338,Orellana,42,1,2020
34,114202,Pastaza,34,1,2020
1212,3228233,Pichincha,1212,1,2020
117,401178,Santa Elena,117,1,2020
206,511151,Sto. Domingo Tsáchilas,206,1,2020
61,230503,Sucumbíos,61,1,2020
254,590600,Tungurahua,254,1,2020
26,120416,Zamora Chinchipe,26,1,2020
691,881394,Azuay,327,2,2020
148,209933,Bolívar,85,2,2020
114,186869,Carchi,57,2,2020
186,281396,Cañar,77,2,2020
408,524004,Chimborazo,189,2,2020
296,488716,Cotopaxi,158,2,2020
535,715751,El Oro,228,2,2020
296,591083,Esmeraldas,161,2,2020
9,33042,Galápagos,4,2,2020
3711,4387434,Guayas,1733,2,2020
344,476257,Imbabura,156,2,2020
394,521154,Loja,176,2,2020
589,921763,Los Ríos,288,2,2020
1169,1562079,Manabí,543,2,2020
97,196535,Morona Santiago,48,2,2020
66,133705,Napo,31,2,2020
72,161338,Orellana,30,2,2020
68,114202,Pastaza,34,2,2020
2360,3228233,Pichincha,1148,2,2020
234,401178,Santa Elena,117,2,2020
409,511151,Sto. Domingo Tsáchilas,203,2,2020
113,230503,Sucumbíos,52,2,2020
490,590600,Tungurahua,236,2,2020
52,120416,Zamora Chinchipe,26,2,2020
1051,881394,Azuay,360,3,2020
216,209933,Bolívar,68,3,2020
173,186869,Carchi,59,3,2020
290,281396,Cañar,104,3,2020
640,524004,Chimborazo,232,3,2020
463,488716,Cotopaxi,167,3,2020
867,715751,El Oro,332,3,2020
426,591083,Esmeraldas,130,3,2020
12,33042,Galápagos,3,3,2020
9189,4387434,Guayas,5478,3,2020
491,476257,Imbabura,147,3,2020
585,521154,Loja,191,3,2020
955,921763,Los Ríos,366,3,2020
1802,1562079,Manabí,633,3,2020
145,196535,Morona Santiago,48,3,2020
81,133705,Napo,15,3,2020
106,161338,Orellana,34,3,2020
93,114202,Pastaza,25,3,2020
3491,3228233,Pichincha,1131,3,2020
413,401178,Santa Elena,179,3,2020
600,511151,Sto. Domingo Tsáchilas,191,3,2020
165,230503,Sucumbíos,52,3,2020
717,590600,Tungurahua,227,3,2020
75,120416,Zamora Chinchipe,23,3,2020
1416,881394,Azuay,365,4,2020
338,209933,Bolívar,122,4,2020
230,186869,Carchi,57,4,2020
472,281396,Cañar,182,4,2020
1015,524004,Chimborazo,375,4,2020
652,488716,Cotopaxi,189,4,2020
1596,715751,El Oro,729,4,2020
659,591083,Esmeraldas,233,4,2020
15,33042,Galápagos,3,4,2020
21847,4387434,Guayas,12658,4,2020
672,476257,Imbabura,181,4,2020
783,521154,Loja,198,4,2020
1912,921763,Los Ríos,957,4,2020
3675,1562079,Manabí,1873,4,2020
177,196535,Morona Santiago,32,4,2020
120,133705,Napo,39,4,2020
139,161338,Orellana,33,4,2020
120,114202,Pastaza,27,4,2020
4801,3228233,Pichincha,1310,4,2020
1600,401178,Santa Elena,1187,4,2020
854,511151,Sto. Domingo Tsáchilas,254,4,2020
223,230503,Sucumbíos,58,4,2020
1005,590600,Tungurahua,288,4,2020
101,120416,Zamora Chinchipe,26,4,2020
1795,881394,Azuay,379,5,2020
442,209933,Bolívar,104,5,2020
299,186869,Carchi,69,5,2020
573,281396,Cañar,101,5,2020
1322,524004,Chimborazo,307,5,2020
853,488716,Cotopaxi,201,5,2020
2327,715751,El Oro,731,5,2020
998,591083,Esmeraldas,339,5,2020
16,33042,Galápagos,1,5,2020
24522,4387434,Guayas,2675,5,2020
855,476257,Imbabura,183,5,2020
1013,521154,Loja,230,5,2020
2542,921763,Los Ríos,630,5,2020
5043,1562079,Manabí,1368,5,2020
229,196535,Morona Santiago,52,5,2020
190,133705,Napo,70,5,2020
183,161338,Orellana,44,5,2020
145,114202,Pastaza,25,5,2020
6393,3228233,Pichincha,1592,5,2020
2001,401178,Santa Elena,401,5,2020
1151,511151,Sto. Domingo Tsáchilas,297,5,2020
297,230503,Sucumbíos,74,5,2020
1399,590600,Tungurahua,394,5,2020
130,120416,Zamora Chinchipe,29,5,2020
2179,881394,Azuay,384,6,2020
545,209933,Bolívar,103,6,2020
374,186869,Carchi,75,6,2020
670,281396,Cañar,97,6,2020
1641,524004,Chimborazo,319,6,2020
1153,488716,Cotopaxi,300,6,2020
2801,715751,El Oro,474,6,2020
1305,591083,Esmeraldas,307,6,2020
23,33042,Galápagos,7,6,2020
26386,4387434,Guayas,1864,6,2020
1100,476257,Imbabura,245,6,2020
1262,521154,Loja,249,6,2020
3000,921763,Los Ríos,458,6,2020
5883,1562079,Manabí,840,6,2020
302,196535,Morona Santiago,73,6,2020
278,133705,Napo,88,6,2020
269,161338,Orellana,86,6,2020
193,114202,Pastaza,48,6,2020
8259,3228233,Pichincha,1866,6,2020
2149,401178,Santa Elena,148,6,2020
1551,511151,Sto. Domingo Tsáchilas,400,6,2020
402,230503,Sucumbíos,105,6,2020
1936,590600,Tungurahua,537,6,2020
179,120416,Zamora Chinchipe,49,6,2020
2667,881394,Azuay,488,7,2020
664,209933,Bolívar,119,7,2020
483,186869,Carchi,109,7,2020
826,281396,Cañar,156,7,2020
2092,524004,Chimborazo,451,7,2020
1462,488716,Cotopaxi,309,7,2020
3239,715751,El Oro,438,7,2020
1547,591083,Esmeraldas,242,7,2020
25,33042,Galápagos,2,7,2020
28447,4387434,Guayas,2061,7,2020
1430,476257,Imbabura,330,7,2020
1612,521154,Loja,350,7,2020
3443,921763,Los Ríos,443,7,2020
6761,1562079,Manabí,878,7,2020
379,196535,Morona Santiago,77,7,2020
340,133705,Napo,62,7,2020
354,161338,Orellana,85,7,2020
260,114202,Pastaza,67,7,2020
11134,3228233,Pichincha,2875,7,2020
2269,401178,Santa Elena,120,7,2020
1988,511151,Sto. Domingo Tsáchilas,437,7,2020
582,230503,Sucumbíos,180,7,2020
2555,590600,Tungurahua,619,7,2020
224,120416,Zamora Chinchipe,45,7,2020
3311,881394,Azuay,644,8,2020
778,209933,Bolívar,114,8,2020
622,186869,Carchi,139,8,2020
1006,281396,Cañar,180,8,2020
2459,524004,Chimborazo,367,8,2020
1718,488716,Cotopaxi,256,8,2020
3640,715751,El Oro,401,8,2020
1726,591083,Esmeraldas,179,8,2020
31,33042,Galápagos,6,8,2020
30525,4387434,Guayas,2078,8,2020
1822,476257,Imbabura,392,8,2020
2001,521154,Loja,389,8,2020
3845,921763,Los Ríos,402,8,2020
7609,1562079,Manabí,848,8,2020
451,196535,Morona Santiago,72,8,2020
403,133705,Napo,63,8,2020
411,161338,Orellana,57,8,2020
305,114202,Pastaza,45,8,2020
13597,3228233,Pichincha,2463,8,2020
2433,401178,Santa Elena,164,8,2020
2311,511151,Sto. Domingo Tsáchilas,323,8,2020
690,230503,Sucumbíos,108,8,2020
2960,590600,Tungurahua,405,8,2020
282,120416,Zamora Chinchipe,58,8,2020
3852,881394,Azuay,541,9,2020
858,209933,Bolívar,80,9,2020
738,186869,Carchi,116,9,2020
1147,281396,Cañar,141,9,2020
2727,524004,Chimborazo,268,9,2020
1937,488716,Cotopaxi,219,9,2020
4070,715751,El Oro,430,9,2020
1882,591083,Esmeraldas,156,9,2020
36,33042,Galápagos,5,9,2020
32404,4387434,Guayas,1879,9,2020
2091,476257,Imbabura,269,9,2020
2295,521154,Loja,294,9,2020
4168,921763,Los Ríos,323,9,2020
8322,1562079,Manabí,713,9,2020
507,196535,Morona Santiago,56,9,2020
439,133705,Napo,36,9,2020
451,161338,Orellana,40,9,2020
336,114202,Pastaza,31,9,2020
15369,3228233,Pichincha,1772,9,2020
2540,401178,Santa Elena,107,9,2020
2550,511151,Sto. Domingo Tsáchilas,239,9,2020
751,230503,Sucumbíos,61,9,2020
3264,590600,Tungurahua,304,9,2020
309,120416,Zamora Chinchipe,27,9,2020
4338,881394,Azuay,486,10,2020
931,209933,Bolívar,73,10,2020
814,186869,Carchi,76,10,2020
1297,281396,Cañar,150,10,2020
2965,524004,Chimborazo,238,10,2020
2132,488716,Cotopaxi,195,10,2020
4407,715751,El Oro,337,10,2020
2024,591083,Esmeraldas,142,10,2020
40,33042,Galápagos,4,10,2020
34513,4387434,Guayas,2109,10,2020
2297,476257,Imbabura,206,10,2020
2509,521154,Loja,214,10,2020
4524,921763,Los Ríos,356,10,2020
9080,1562079,Manabí,758,10,2020
560,196535,Morona Santiago,53,10,2020
478,133705,Napo,39,10,2020
494,161338,Orellana,43,10,2020
366,114202,Pastaza,30,10,2020
16783,3228233,Pichincha,1414,10,2020
2681,401178,Santa Elena,141,10,2020
2768,511151,Sto. Domingo Tsáchilas,218,10,2020
819,230503,Sucumbíos,68,10,2020
3565,590600,Tungurahua,301,10,2020
328,120416,Zamora Chinchipe,19,10,2020
4768,881394,Azuay,430,11,2020
1009,209933,Bolívar,78,11,2020
878,186869,Carchi,64,11,2020
1410,281396,Cañar,113,11,2020
3199,524004,Chimborazo,234,11,2020
2343,488716,Cotopaxi,211,11,2020
4728,715751,El Oro,321,11,2020
2159,591083,Esmeraldas,135,11,2020
46,33042,Galápagos,6,11,2020
36635,4387434,Guayas,2122,11,2020
2485,476257,Imbabura,188,11,2020
2715,521154,Loja,206,11,2020
4870,921763,Los Ríos,346,11,2020
9856,1562079,Manabí,776,11,2020
606,196535,Morona Santiago,46,11,2020
514,133705,Napo,36,11,2020
545,161338,Orellana,51,11,2020
391,114202,Pastaza,25,11,2020
18130,3228233,Pichincha,1347,11,2020
2870,401178,Santa Elena,189,11,2020
2955,511151,Sto. Domingo Tsáchilas,187,11,2020
882,230503,Sucumbíos,63,11,2020
3824,590600,Tungurahua,259,11,2020
359,120416,Zamora Chinchipe,31,11,2020
5189,881394,Azuay,421,12,2020
1112,209933,Bolívar,103,12,2020
979,186869,Carchi,101,12,2020
1530,281396,Cañar,120,12,2020
3431,524004,Chimborazo,232,12,2020
2567,488716,Cotopaxi,224,12,2020
5048,715751,El Oro,320,12,2020
2310,591083,Esmeraldas,151,12,2020
51,33042,Galápagos,5,12,2020
38752,4387434,Guayas,2117,12,2020
2713,476257,Imbabura,228,12,2020
2944,521154,Loja,229,12,2020
5203,921763,Los Ríos,333,12,2020
10588,1562079,Manabí,732,12,2020
662,196535,Morona Santiago,56,12,2020
560,133705,Napo,46,12,2020
581,161338,Orellana,36,12,2020
423,114202,Pastaza,32,12,2020
19663,3228233,Pichincha,1533,12,2020
3036,401178,Santa Elena,166,12,2020
3192,511151,Sto. Domingo Tsáchilas,237,12,2020
937,230503,Sucumbíos,55,12,2020
4150,590600,Tungurahua,326,12,2020
377,120416,Zamora Chinchipe,18,12,2020
360,,Azuay,360,1,2018
91,,Bolívar,91,1,2018
56,,Carchi,56,1,2018
93,,Cañar,93,1,2018
225,,Chimborazo,225,1,2018
188,,Cotopaxi,188,1,2018
277,,El Oro,277,1,2018
160,,Esmeraldas,160,1,2018
3,,Galápagos,3,1,2018
1824,,Guayas,1824,1,2018
162,,Imbabura,162,1,2018
239,,Loja,239,1,2018
312,,Los Ríos,312,1,2018
533,,Manabí,533,1,2018
56,,Morona Santiago,56,1,2018
34,,Napo,34,1,2018
40,,Orellana,40,1,2018
0,,Otro,0,1,2018
30,,Pastaza,30,1,2018
1343,,Pichincha,1343,1,2018
105,,Santa Elena,105,1,2018
192,,Sto. Domingo Tsáchilas,192,1,2018
52,,Sucumbíos,52,1,2018
284,,Tungurahua,284,1,2018
21,,Zamora Chinchipe,21,1,2018
683,,Azuay,323,2,2018
166,,Bolívar,75,2,2018
118,,Carchi,62,2,2018
173,,Cañar,80,2,2018
438,,Chimborazo,213,2,2018
340,,Cotopaxi,152,2,2018
519,,El Oro,242,2,2018
301,,Esmeraldas,141,2,2018
6,,Galápagos,3,2,2018
3369,,Guayas,1545,2,2018
297,,Imbabura,135,2,2018
462,,Loja,223,2,2018
618,,Los Ríos,306,2,2018
1037,,Manabí,504,2,2018
107,,Morona Santiago,51,2,2018
55,,Napo,21,2,2018
71,,Orellana,31,2,2018
0,,Otro,0,2,2018
52,,Pastaza,22,2,2018
2360,,Pichincha,1017,2,2018
210,,Santa Elena,105,2,2018
365,,Sto. Domingo Tsáchilas,173,2,2018
100,,Sucumbíos,48,2,2018
530,,Tungurahua,246,2,2018
38,,Zamora Chinchipe,17,2,2018
1030,,Azuay,347,3,2018
242,,Bolívar,76,3,2018
175,,Carchi,57,3,2018
261,,Cañar,88,3,2018
624,,Chimborazo,186,3,2018
477,,Cotopaxi,137,3,2018
766,,El Oro,247,3,2018
423,,Esmeraldas,122,3,2018
9,,Galápagos,3,3,2018
5156,,Guayas,1787,3,2018
475,,Imbabura,178,3,2018
658,,Loja,196,3,2018
954,,Los Ríos,336,3,2018
1600,,Manabí,563,3,2018
142,,Morona Santiago,35,3,2018
84,,Napo,29,3,2018
107,,Orellana,36,3,2018
0,,Otro,0,3,2018
77,,Pastaza,25,3,2018
3378,,Pichincha,1018,3,2018
329,,Santa Elena,119,3,2018
534,,Sto. Domingo Tsáchilas,169,3,2018
146,,Sucumbíos,46,3,2018
750,,Tungurahua,220,3,2018
55,,Zamora Chinchipe,17,3,2018
1373,,Azuay,343,4,2018
315,,Bolívar,73,4,2018
224,,Carchi,49,4,2018
336,,Cañar,75,4,2018
829,,Chimborazo,205,4,2018
627,,Cotopaxi,150,4,2018
987,,El Oro,221,4,2018
551,,Esmeraldas,128,4,2018
13,,Galápagos,4,4,2018
6856,,Guayas,1700,4,2018
645,,Imbabura,170,4,2018
857,,Loja,199,4,2018
1245,,Los Ríos,291,4,2018
2092,,Manabí,492,4,2018
183,,Morona Santiago,41,4,2018
106,,Napo,22,4,2018
142,,Orellana,35,4,2018
0,,Otro,0,4,2018
106,,Pastaza,29,4,2018
4401,,Pichincha,1023,4,2018
428,,Santa Elena,99,4,2018
701,,Sto. Domingo Tsáchilas,167,4,2018
195,,Sucumbíos,49,4,2018
925,,Tungurahua,175,4,2018
77,,Zamora Chinchipe,22,4,2018
1700,,Azuay,327,5,2018
380,,Bolívar,65,5,2018
282,,Carchi,58,5,2018
414,,Cañar,78,5,2018
1006,,Chimborazo,177,5,2018
776,,Cotopaxi,149,5,2018
1228,,El Oro,241,5,2018
660,,Esmeraldas,109,5,2018
19,,Galápagos,6,5,2018
8509,,Guayas,1653,5,2018
814,,Imbabura,169,5,2018
1061,,Loja,204,5,2018
1532,,Los Ríos,287,5,2018
2588,,Manabí,496,5,2018
218,,Morona Santiago,35,5,2018
137,,Napo,31,5,2018
180,,Orellana,38,5,2018
0,,Otro,0,5,2018
123,,Pastaza,17,5,2018
5544,,Pichincha,1143,5,2018
526,,Santa Elena,98,5,2018
885,,Sto. Domingo Tsáchilas,184,5,2018
247,,Sucumbíos,52,5,2018
1146,,Tungurahua,221,5,2018
105,,Zamora Chinchipe,28,5,2018
2023,,Azuay,323,6,2018
462,,Bolívar,82,6,2018
337,,Carchi,55,6,2018
501,,Cañar,87,6,2018
1172,,Chimborazo,166,6,2018
949,,Cotopaxi,173,6,2018
1433,,El Oro,205,6,2018
783,,Esmeraldas,123,6,2018
23,,Galápagos,4,6,2018
10106,,Guayas,1597,6,2018
986,,Imbabura,172,6,2018
1234,,Loja,173,6,2018
1834,,Los Ríos,302,6,2018
3095,,Manabí,507,6,2018
249,,Morona Santiago,31,6,2018
162,,Napo,25,6,2018
213,,Orellana,33,6,2018
1,,Otro,1,6,2018
151,,Pastaza,28,6,2018
6593,,Pichincha,1049,6,2018
656,,Santa Elena,130,6,2018
1052,,Sto. Domingo Tsáchilas,167,6,2018
290,,Sucumbíos,43,6,2018
1401,,Tungurahua,255,6,2018
122,,Zamora Chinchipe,17,6,2018
2360,,Azuay,337,7,2018
533,,Bolívar,71,7,2018
386,,Carchi,49,7,2018
593,,Cañar,92,7,2018
1394,,Chimborazo,222,7,2018
1110,,Cotopaxi,161,7,2018
1684,,El Oro,251,7,2018
914,,Esmeraldas,131,7,2018
26,,Galápagos,3,7,2018
11744,,Guayas,1638,7,2018
1132,,Imbabura,146,7,2018
1433,,Loja,199,7,2018
2153,,Los Ríos,319,7,2018
3626,,Manabí,531,7,2018
286,,Morona Santiago,37,7,2018
199,,Napo,37,7,2018
243,,Orellana,30,7,2018
1,,Otro,0,7,2018
172,,Pastaza,21,7,2018
7652,,Pichincha,1059,7,2018
783,,Santa Elena,127,7,2018
1232,,Sto. Domingo Tsáchilas,180,7,2018
340,,Sucumbíos,50,7,2018
1643,,Tungurahua,242,7,2018
144,,Zamora Chinchipe,22,7,2018
2725,,Azuay,365,8,2018
593,,Bolívar,60,8,2018
456,,Carchi,70,8,2018
695,,Cañar,102,8,2018
1575,,Chimborazo,181,8,2018
1244,,Cotopaxi,134,8,2018
1918,,El Oro,234,8,2018
1042,,Esmeraldas,128,8,2018
32,,Galápagos,6,8,2018
13433,,Guayas,1689,8,2018
1303,,Imbabura,171,8,2018
1621,,Loja,188,8,2018
2479,,Los Ríos,326,8,2018
4168,,Manabí,542,8,2018
323,,Morona Santiago,37,8,2018
231,,Napo,32,8,2018
274,,Orellana,31,8,2018
1,,Otro,0,8,2018
209,,Pastaza,37,8,2018
8762,,Pichincha,1110,8,2018
906,,Santa Elena,123,8,2018
1408,,Sto. Domingo Tsáchilas,176,8,2018
396,,Sucumbíos,56,8,2018
1879,,Tungurahua,236,8,2018
177,,Zamora Chinchipe,33,8,2018
3077,,Azuay,352,9,2018
653,,Bolívar,60,9,2018
518,,Carchi,62,9,2018
805,,Cañar,110,9,2018
1795,,Chimborazo,220,9,2018
1400,,Cotopaxi,156,9,2018
2167,,El Oro,249,9,2018
1155,,Esmeraldas,113,9,2018
33,,Galápagos,1,9,2018
15021,,Guayas,1588,9,2018
1453,,Imbabura,150,9,2018
1801,,Loja,180,9,2018
2762,,Los Ríos,283,9,2018
4703,,Manabí,535,9,2018
366,,Morona Santiago,43,9,2018
269,,Napo,38,9,2018
307,,Orellana,33,9,2018
1,,Otro,0,9,2018
226,,Pastaza,17,9,2018
9769,,Pichincha,1007,9,2018
1000,,Santa Elena,94,9,2018
1585,,Sto. Domingo Tsáchilas,177,9,2018
453,,Sucumbíos,57,9,2018
2131,,Tungurahua,252,9,2018
193,,Zamora Chinchipe,16,9,2018
3419,,Azuay,342,10,2018
712,,Bolívar,59,10,2018
573,,Carchi,55,10,2018
907,,Cañar,102,10,2018
1994,,Chimborazo,199,10,2018
1550,,Cotopaxi,150,10,2018
2444,,El Oro,277,10,2018
1289,,Esmeraldas,134,10,2018
37,,Galápagos,4,10,2018
16661,,Guayas,1640,10,2018
1621,,Imbabura,168,10,2018
2010,,Loja,209,10,2018
3053,,Los Ríos,291,10,2018
5222,,Manabí,519,10,2018
405,,Morona Santiago,39,10,2018
299,,Napo,30,10,2018
342,,Orellana,35,10,2018
2,,Otro,1,10,2018
247,,Pastaza,21,10,2018
10830,,Pichincha,1061,10,2018
1109,,Santa Elena,109,10,2018
1769,,Sto. Domingo Tsáchilas,184,10,2018
505,,Sucumbíos,52,10,2018
2339,,Tungurahua,208,10,2018
207,,Zamora Chinchipe,14,10,2018
3706,,Azuay,287,11,2018
771,,Bolívar,59,11,2018
628,,Carchi,55,11,2018
986,,Cañar,79,11,2018
2170,,Chimborazo,176,11,2018
