provincia,poblacion,total,nuevas,lat,lng,mes,anio
Guayas,4387434,67551,2492,"-2,183333","-79,883333",7,2021
Imbabura,476257,16188,1170,"0,362678","-78,130667",7,2021
Loja,521154,17658,613,"-3,983333","-79,2",7,2021
Los Ríos,921763,12877,241,"-1,8","-79,533333",7,2021
Manabí,1562079,32709,637,"-1,056181","-80,455217",7,2021
Morona Santiago,196535,6508,481,"-2,3","-78,116667",7,2021
Napo,133705,3787,275,"-0,989","-77,8159",7,2021
Orellana,161338,3586,137,"-0,466667","-76,966667",7,2021
Pastaza,114202,3493,203,"-1,066667","-78,001111",7,2021
Pichincha,3228233,175918,12078,"-0,218611","-78,509722",7,2021
Santa Elena,401178,4448,42,"-2,2267","-80,8583",7,2021
Sto. Domingo Tsáchilas,511151,11916,360,"-0,254167","-79,171944",7,2021
Sucumbíos,230503,5688,277,"0,084722","-76,882778",7,2021
Tungurahua,590600,15106,813,"-1,241667","-78,619722",7,2021
Zamora Chinchipe,120416,2977,64,"-4,12","-78,8",7,2021
Azuay,881394,27885,1303,"-2,897414","-79,004481",8,2021
Bolívar,209933,6998,137,"-1,605556","-79,003056",8,2021
Carchi,186869,9775,405,"0,81218","-77,71633",8,2021
Cañar,281396,6462,170,"-2,733333","-78,833333",8,2021
Chimborazo,524004,9127,240,"-1,674347","-78,648294",8,2021
Cotopaxi,488716,12035,193,"-0,933333","-78,616667",8,2021
El Oro,715751,23507,871,"-3,266667","-79,966667",8,2021
Esmeraldas,591083,9702,322,"1,05","-79,2",8,2021
Galápagos,33042,1484,11,"-0,8","-89,4",8,2021
Guayas,4387434,69723,2172,"-2,183333","-79,883333",8,2021
Imbabura,476257,17162,974,"0,362678","-78,130667",8,2021
Loja,521154,18064,406,"-3,983333","-79,2",8,2021
Los Ríos,921763,13049,172,"-1,8","-79,533333",8,2021
Manabí,1562079,33268,559,"-1,056181","-80,455217",8,2021
Morona Santiago,196535,6774,266,"-2,3","-78,116667",8,2021
Napo,133705,3895,108,"-0,989","-77,8159",8,2021
Orellana,161338,3648,62,"-0,466667","-76,966667",8,2021
Pastaza,114202,3597,104,"-1,066667","-78,001111",8,2021
Pichincha,3228233,184487,8569,"-0,218611","-78,509722",8,2021
Santa Elena,401178,4502,54,"-2,2267","-80,8583",8,2021
Sto. Domingo Tsáchilas,511151,12105,189,"-0,254167","-79,171944",8,2021
Sucumbíos,230503,5924,236,"0,084722","-76,882778",8,2021
Tungurahua,590600,15548,442,"-1,241667","-78,619722",8,2021
Zamora Chinchipe,120416,3022,45,"-4,12","-78,8",8,2021
Azuay,881394,28508,623,"-2,897414","-79,004481",9,2021
Bolívar,209933,7059,61,"-1,605556","-79,003056",9,2021
Carchi,186869,9850,75,"0,81218","-77,71633",9,2021
Cañar,281396,6568,106,"-2,733333","-78,833333",9,2021
Chimborazo,524004,9178,51,"-1,674347","-78,648294",9,2021
Cotopaxi,488716,12130,95,"-0,933333","-78,616667",9,2021
El Oro,715751,23728,221,"-3,266667","-79,966667",9,2021
Esmeraldas,591083,9854,152,"1,05","-79,2",9,2021
Galápagos,33042,1492,8,"-0,8","-89,4",9,2021
Guayas,4387434,70863,1140,"-2,183333","-79,883333",9,2021
Imbabura,476257,17405,243,"0,362678","-78,130667",9,2021
Loja,521154,18236,172,"-3,983333","-79,2",9,2021
Los Ríos,921763,13126,77,"-1,8","-79,533333",9,2021
Manabí,1562079,33583,315,"-1,056181","-80,455217",9,2021
Morona Santiago,196535,6830,56,"-2,3","-78,116667",9,2021
Napo,133705,3962,67,"-0,989","-77,8159",9,2021
Orellana,161338,3691,43,"-0,466667","-76,966667",9,2021
Pastaza,114202,3638,41,"-1,066667","-78,001111",9,2021
Pichincha,3228233,188820,4333,"-0,218611","-78,509722",9,2021
Santa Elena,401178,4541,39,"-2,2267","-80,8583",9,2021
Sto. Domingo Tsáchilas,511151,12248,143,"-0,254167","-79,171944",9,2021
Sucumbíos,230503,6010,86,"0,084722","-76,882778",9,2021
Tungurahua,590600,15823,275,"-1,241667","-78,619722",9,2021
Zamora Chinchipe,120416,3034,12,"-4,12","-78,8",9,2021
Azuay,881394,28937,429,"-2,897414","-79,004481",10,2021
Bolívar,209933,7161,102,"-1,605556","-79,003056",10,2021
Carchi,186869,9931,81,"0,81218","-77,71633",10,2021
Cañar,281396,6640,72,"-2,733333","-78,833333",10,2021
Chimborazo,524004,9242,64,"-1,674347","-78,648294",10,2021
Cotopaxi,488716,12207,77,"-0,933333","-78,616667",10,2021
El Oro,715751,23912,184,"-3,266667","-79,966667",10,2021
Esmeraldas,591083,9902,48,"1,05","-79,2",10,2021
Galápagos,33042,1501,9,"-0,8","-89,4",10,2021
Guayas,4387434,71613,750,"-2,183333","-79,883333",10,2021
Imbabura,476257,17650,245,"0,362678","-78,130667",10,2021
Loja,521154,18310,74,"-3,983333","-79,2",10,2021
Los Ríos,921763,13187,61,"-1,8","-79,533333",10,2021
Manabí,1562079,33942,359,"-1,056181","-80,455217",10,2021
Morona Santiago,196535,6928,98,"-2,3","-78,116667",10,2021
Napo,133705,4094,132,"-0,989","-77,8159",10,2021
Orellana,161338,3818,127,"-0,466667","-76,966667",10,2021
Pastaza,114202,3674,36,"-1,066667","-78,001111",10,2021
Pichincha,3228233,192522,3702,"-0,218611","-78,509722",10,2021
Santa Elena,401178,4575,34,"-2,2267","-80,8583",10,2021
Sto. Domingo Tsáchilas,511151,12366,118,"-0,254167","-79,171944",10,2021
Sucumbíos,230503,6117,107,"0,084722","-76,882778",10,2021
Tungurahua,590600,15969,146,"-1,241667","-78,619722",10,2021
Zamora Chinchipe,120416,3064,30,"-4,12","-78,8",10,2021
Azuay,881394,29351,414,"-2,897414","-79,004481",11,2021
Bolívar,209933,7371,210,"-1,605556","-79,003056",11,2021
Carchi,186869,10027,96,"0,81218","-77,71633",11,2021
Cañar,281396,6708,68,"-2,733333","-78,833333",11,2021
Chimborazo,524004,9427,185,"-1,674347","-78,648294",11,2021
Cotopaxi,488716,12346,139,"-0,933333","-78,616667",11,2021
El Oro,715751,24474,562,"-3,266667","-79,966667",11,2021
Esmeraldas,591083,10052,150,"1,05","-79,2",11,2021
Galápagos,33042,1512,11,"-0,8","-89,4",11,2021
Guayas,4387434,72875,1262,"-2,183333","-79,883333",11,2021
Imbabura,476257,17897,247,"0,362678","-78,130667",11,2021
Loja,521154,18471,161,"-3,983333","-79,2",11,2021
Los Ríos,921763,13334,147,"-1,8","-79,533333",11,2021
Manabí,1562079,35024,1082,"-1,056181","-80,455217",11,2021
Morona Santiago,196535,7079,151,"-2,3","-78,116667",11,2021
Napo,133705,4309,215,"-0,989","-77,8159",11,2021
Orellana,161338,4046,228,"-0,466667","-76,966667",11,2021
Pastaza,114202,3843,169,"-1,066667","-78,001111",11,2021
Pichincha,3228233,196262,3740,"-0,218611","-78,509722",11,2021
Santa Elena,401178,4599,24,"-2,2267","-80,8583",11,2021
Sto. Domingo Tsáchilas,511151,12621,255,"-0,254167","-79,171944",11,2021
Sucumbíos,230503,6371,254,"0,084722","-76,882778",11,2021
Tungurahua,590600,16181,212,"-1,241667","-78,619722",11,2021
Zamora Chinchipe,120416,3153,89,"-4,12","-78,8",11,2021
Azuay,881394,29953,602,"-2,897414","-79,004481",12,2021
Bolívar,209933,7694,323,"-1,605556","-79,003056",12,2021
Carchi,186869,10095,68,"0,81218","-77,71633",12,2021
Cañar,281396,7030,322,"-2,733333","-78,833333",12,2021
Chimborazo,524004,9704,277,"-1,674347","-78,648294",12,2021
Cotopaxi,488716,12888,542,"-0,933333","-78,616667",12,2021
El Oro,715751,25822,1348,"-3,266667","-79,966667",12,2021
Esmeraldas,591083,10376,324,"1,05","-79,2",12,2021
Galápagos,33042,1551,39,"-0,8","-89,4",12,2021
Guayas,4387434,78498,5623,"-2,183333","-79,883333",12,2021
Imbabura,476257,18212,315,"0,362678","-78,130667",12,2021
Loja,521154,19008,537,"-3,983333","-79,2",12,2021
Los Ríos,921763,13805,471,"-1,8","-79,533333",12,2021
Manabí,1562079,37094,2070,"-1,056181","-80,455217",12,2021
Morona Santiago,196535,7479,400,"-2,3","-78,116667",12,2021
Napo,133705,4627,318,"-0,989","-77,8159",12,2021
Orellana,161338,4221,175,"-0,466667","-76,966667",12,2021
Pastaza,114202,3932,89,"-1,066667","-78,001111",12,2021
Pichincha,3228233,202606,6344,"-0,218611","-78,509722",12,2021
Santa Elena,401178,4709,110,"-2,2267","-80,8583",12,2021
Sto. Domingo Tsáchilas,511151,13226,605,"-0,254167","-79,171944",12,2021
Sucumbíos,230503,6828,457,"0,084722","-76,882778",12,2021
Tungurahua,590600,16782,601,"-1,241667","-78,619722",12,2021
Zamora Chinchipe,120416,3278,125,"-4,12","-78,8",12,2021
Azuay,881394,78,78,"-2,897414","-79,004481",3,2020
Bolívar,209933,15,15,"-1,605556","-79,003056",3,2020
Carchi,186869,6,6,"0,81218","-77,71633",3,2020
Cañar,281396,39,39,"-2,733333","-78,833333",3,2020
Chimborazo,524004,17,17,"-1,674347","-78,648294",3,2020
Cotopaxi,488716,8,8,"-0,933333","-78,616667",3,2020
El Oro,715751,34,34,"-3,266667","-79,966667",3,2020
Esmeraldas,591083,10,10,"1,05","-79,2",3,2020
Galápagos,33042,5,5,"-0,8","-89,4",3,2020
Guayas,4387434,1615,1615,"-2,183333","-79,883333",3,2020
Imbabura,476257,10,10,"0,362678","-78,130667",3,2020
Loja,521154,22,22,"-3,983333","-79,2",3,2020
Los Ríos,921763,80,80,"-1,8","-79,533333",3,2020
Manabí,1562079,54,54,"-1,056181","-80,455217",3,2020
Morona Santiago,196535,10,10,"-2,3","-78,116667",3,2020
Napo,133705,1,1,"-0,989","-77,8159",3,2020
Orellana,161338,1,1,"-0,466667","-76,966667",3,2020
Pastaza,114202,5,5,"-1,066667","-78,001111",3,2020
Pichincha,3228233,219,219,"-0,218611","-78,509722",3,2020
Santa Elena,401178,17,17,"-2,2267","-80,8583",3,2020
Sto. Domingo Tsáchilas,511151,18,18,"-0,254167","-79,171944",3,2020
Sucumbíos,230503,27,27,"0,084722","-76,882778",3,2020
Tungurahua,590600,9,9,"-1,241667","-78,619722",3,2020
Zamora Chinchipe,120416,2,2,"-4,12","-78,8",3,2020
Azuay,881394,460,382,"-2,897414","-79,004481",4,2020
Bolívar,209933,133,118,"-1,605556","-79,003056",4,2020
Carchi,186869,53,47,"0,81218","-77,71633",4,2020
Cañar,281396,297,258,"-2,733333","-78,833333",4,2020
Chimborazo,524004,167,150,"-1,674347","-78,648294",4,2020
Cotopaxi,488716,100,92,"-0,933333","-78,616667",4,2020
El Oro,715751,474,440,"-3,266667","-79,966667",4,2020
Esmeraldas,591083,187,177,"1,05","-79,2",4,2020
Galápagos,33042,68,63,"-0,8","-89,4",4,2020
Guayas,4387434,10436,8821,"-2,183333","-79,883333",4,2020
Imbabura,476257,89,79,"0,362678","-78,130667",4,2020
Loja,521154,232,210,"-3,983333","-79,2",4,2020
Los Ríos,921763,693,613,"-1,8","-79,533333",4,2020
Manabí,1562079,612,558,"-1,056181","-80,455217",4,2020
Morona Santiago,196535,61,51,"-2,3","-78,116667",4,2020
Napo,133705,23,22,"-0,989","-77,8159",4,2020
Orellana,161338,33,32,"-0,466667","-76,966667",4,2020
Pastaza,114202,46,41,"-1,066667","-78,001111",4,2020
Pichincha,3228233,1420,1201,"-0,218611","-78,509722",4,2020
Santa Elena,401178,362,345,"-2,2267","-80,8583",4,2020
Sto. Domingo Tsáchilas,511151,202,184,"-0,254167","-79,171944",4,2020
Sucumbíos,230503,42,15,"0,084722","-76,882778",4,2020
Tungurahua,590600,170,161,"-1,241667","-78,619722",4,2020
Zamora Chinchipe,120416,44,42,"-4,12","-78,8",4,2020
Azuay,881394,869,409,"-2,897414","-79,004481",5,2020
Bolívar,209933,312,179,"-1,605556","-79,003056",5,2020
Carchi,186869,152,99,"0,81218","-77,71633",5,2020
Cañar,281396,331,34,"-2,733333","-78,833333",5,2020
Chimborazo,524004,398,231,"-1,674347","-78,648294",5,2020
Cotopaxi,488716,395,295,"-0,933333","-78,616667",5,2020
El Oro,715751,1094,620,"-3,266667","-79,966667",5,2020
Esmeraldas,591083,852,665,"1,05","-79,2",5,2020
Galápagos,33042,76,8,"-0,8","-89,4",5,2020
Guayas,4387434,14061,3625,"-2,183333","-79,883333",5,2020
Imbabura,476257,203,114,"0,362678","-78,130667",5,2020
Loja,521154,357,125,"-3,983333","-79,2",5,2020
Los Ríos,921763,1509,816,"-1,8","-79,533333",5,2020
Manabí,1562079,2235,1623,"-1,056181","-80,455217",5,2020
Morona Santiago,196535,105,44,"-2,3","-78,116667",5,2020
Napo,133705,201,178,"-0,989","-77,8159",5,2020
Orellana,161338,237,204,"-0,466667","-76,966667",5,2020
Pastaza,114202,228,182,"-1,066667","-78,001111",5,2020
Pichincha,3228233,3940,2520,"-0,218611","-78,509722",5,2020
Santa Elena,401178,771,409,"-2,2267","-80,8583",5,2020
Sto. Domingo Tsáchilas,511151,1043,841,"-0,254167","-79,171944",5,2020
Sucumbíos,230503,110,68,"0,084722","-76,882778",5,2020
Tungurahua,590600,477,307,"-1,241667","-78,619722",5,2020
Zamora Chinchipe,120416,186,142,"-4,12","-78,8",5,2020
Azuay,881394,1762,893,"-2,897414","-79,004481",6,2020
Bolívar,209933,648,336,"-1,605556","-79,003056",6,2020
Carchi,186869,302,150,"0,81218","-77,71633",6,2020
Cañar,281396,542,211,"-2,733333","-78,833333",6,2020
Chimborazo,524004,773,375,"-1,674347","-78,648294",6,2020
Cotopaxi,488716,1092,697,"-0,933333","-78,616667",6,2020
El Oro,715751,2022,928,"-3,266667","-79,966667",6,2020
Esmeraldas,591083,2084,1232,"1,05","-79,2",6,2020
Galápagos,33042,88,12,"-0,8","-89,4",6,2020
Guayas,4387434,15012,951,"-2,183333","-79,883333",6,2020
Imbabura,476257,578,375,"0,362678","-78,130667",6,2020
Loja,521154,864,507,"-3,983333","-79,2",6,2020
Los Ríos,921763,2269,760,"-1,8","-79,533333",6,2020
Manabí,1562079,4445,2210,"-1,056181","-80,455217",6,2020
Morona Santiago,196535,780,675,"-2,3","-78,116667",6,2020
Napo,133705,586,385,"-0,989","-77,8159",6,2020
Orellana,161338,741,504,"-0,466667","-76,966667",6,2020
Pastaza,114202,686,458,"-1,066667","-78,001111",6,2020
Pichincha,3228233,7220,3280,"-0,218611","-78,509722",6,2020
Santa Elena,401178,924,153,"-2,2267","-80,8583",6,2020
Sto. Domingo Tsáchilas,511151,1997,954,"-0,254167","-79,171944",6,2020
Sucumbíos,230503,413,303,"0,084722","-76,882778",6,2020
Tungurahua,590600,1022,545,"-1,241667","-78,619722",6,2020
Zamora Chinchipe,120416,536,350,"-4,12","-78,8",6,2020
Azuay,881394,3326,1564,"-2,897414","-79,004481",7,2020
Bolívar,209933,1148,500,"-1,605556","-79,003056",7,2020
Carchi,186869,895,593,"0,81218","-77,71633",7,2020
Cañar,281396,739,197,"-2,733333","-78,833333",7,2020
Chimborazo,524004,1425,652,"-1,674347","-78,648294",7,2020
Cotopaxi,488716,2010,918,"-0,933333","-78,616667",7,2020
El Oro,715751,3181,1159,"-3,266667","-79,966667",7,2020
Esmeraldas,591083,3223,1139,"1,05","-79,2",7,2020
Galápagos,33042,103,15,"-0,8","-89,4",7,2020
Guayas,4387434,17517,2505,"-2,183333","-79,883333",7,2020
Imbabura,476257,1476,898,"0,362678","-78,130667",7,2020
Loja,521154,2553,1689,"-3,983333","-79,2",7,2020
Los Ríos,921763,2858,589,"-1,8","-79,533333",7,2020
Manabí,1562079,6488,2043,"-1,056181","-80,455217",7,2020
Morona Santiago,196535,2011,1231,"-2,3","-78,116667",7,2020
Napo,133705,940,354,"-0,989","-77,8159",7,2020
Orellana,161338,1323,582,"-0,466667","-76,966667",7,2020
Pastaza,114202,1376,690,"-1,066667","-78,001111",7,2020
Pichincha,3228233,14813,7593,"-0,218611","-78,509722",7,2020
Santa Elena,401178,1148,224,"-2,2267","-80,8583",7,2020
Sto. Domingo Tsáchilas,511151,3674,1677,"-0,254167","-79,171944",7,2020
Sucumbíos,230503,1144,731,"0,084722","-76,882778",7,2020
Tungurahua,590600,2083,1061,"-1,241667","-78,619722",7,2020
Zamora Chinchipe,120416,945,409,"-4,12","-78,8",7,2020
Azuay,881394,5454,2128,"-2,897414","-79,004481",8,2020
Bolívar,209933,1441,293,"-1,605556","-79,003056",8,2020
Carchi,186869,1935,1040,"0,81218","-77,71633",8,2020
Cañar,281396,1321,582,"-2,733333","-78,833333",8,2020
Chimborazo,524004,2021,596,"-1,674347","-78,648294",8,2020
Cotopaxi,488716,3002,992,"-0,933333","-78,616667",8,2020
El Oro,715751,4385,1204,"-3,266667","-79,966667",8,2020
Esmeraldas,591083,3543,320,"1,05","-79,2",8,2020
Galápagos,33042,109,6,"-0,8","-89,4",8,2020
Guayas,4387434,18836,1319,"-2,183333","-79,883333",8,2020
Imbabura,476257,2881,1405,"0,362678","-78,130667",8,2020
Loja,521154,4445,1892,"-3,983333","-79,2",8,2020
Los Ríos,921763,3273,415,"-1,8","-79,533333",8,2020
Manabí,1562079,8482,1994,"-1,056181","-80,455217",8,2020
Morona Santiago,196535,2467,456,"-2,3","-78,116667",8,2020
Napo,133705,1153,213,"-0,989","-77,8159",8,2020
Orellana,161338,1618,295,"-0,466667","-76,966667",8,2020
Pastaza,114202,1908,532,"-1,066667","-78,001111",8,2020
Pichincha,3228233,23898,9085,"-0,218611","-78,509722",8,2020
Santa Elena,401178,1297,149,"-2,2267","-80,8583",8,2020
Sto. Domingo Tsáchilas,511151,4505,831,"-0,254167","-79,171944",8,2020
Sucumbíos,230503,2257,1113,"0,084722","-76,882778",8,2020
Tungurahua,590600,3348,1265,"-1,241667","-78,619722",8,2020
Zamora Chinchipe,120416,1232,287,"-4,12","-78,8",8,2020
Azuay,881394,8981,3527,"-2,897414","-79,004481",9,2020
Bolívar,209933,1770,329,"-1,605556","-79,003056",9,2020
Carchi,186869,2648,713,"0,81218","-77,71633",9,2020
Cañar,281396,1903,582,"-2,733333","-78,833333",9,2020
Chimborazo,524004,2271,250,"-1,674347","-78,648294",9,2020
Cotopaxi,488716,3768,766,"-0,933333","-78,616667",9,2020
El Oro,715751,5523,1138,"-3,266667","-79,966667",9,2020
Esmeraldas,591083,3736,193,"1,05","-79,2",9,2020
Galápagos,33042,198,89,"-0,8","-89,4",9,2020
Guayas,4387434,20387,1551,"-2,183333","-79,883333",9,2020
Imbabura,476257,4012,1131,"0,362678","-78,130667",9,2020
Loja,521154,5396,951,"-3,983333","-79,2",9,2020
Los Ríos,921763,3688,415,"-1,8","-79,533333",9,2020
Manabí,1562079,9751,1269,"-1,056181","-80,455217",9,2020
Morona Santiago,196535,2714,247,"-2,3","-78,116667",9,2020
Napo,133705,1356,203,"-0,989","-77,8159",9,2020
Orellana,161338,1731,113,"-0,466667","-76,966667",9,2020
Pastaza,114202,2145,237,"-1,066667","-78,001111",9,2020
Pichincha,3228233,39930,16032,"-0,218611","-78,509722",9,2020
Santa Elena,401178,1484,187,"-2,2267","-80,8583",9,2020
Sto. Domingo Tsáchilas,511151,4902,397,"-0,254167","-79,171944",9,2020
Sucumbíos,230503,2556,299,"0,084722","-76,882778",9,2020
Tungurahua,590600,4708,1360,"-1,241667","-78,619722",9,2020
Zamora Chinchipe,120416,1489,257,"-4,12","-78,8",9,2020
Azuay,881394,10604,1623,"-2,897414","-79,004481",10,2020
Bolívar,209933,2104,334,"-1,605556","-79,003056",10,2020
Carchi,186869,3042,394,"0,81218","-77,71633",10,2020
Cañar,281396,2109,206,"-2,733333","-78,833333",10,2020
Chimborazo,524004,2510,239,"-1,674347","-78,648294",10,2020
Cotopaxi,488716,4556,788,"-0,933333","-78,616667",10,2020
El Oro,715751,6452,929,"-3,266667","-79,966667",10,2020
Esmeraldas,591083,4226,490,"1,05","-79,2",10,2020
Galápagos,33042,227,29,"-0,8","-89,4",10,2020
Guayas,4387434,22126,1739,"-2,183333","-79,883333",10,2020
Imbabura,476257,4745,733,"0,362678","-78,130667",10,2020
Loja,521154,6220,824,"-3,983333","-79,2",10,2020
Los Ríos,921763,4000,312,"-1,8","-79,533333",10,2020
Manabí,1562079,11196,1445,"-1,056181","-80,455217",10,2020
Morona Santiago,196535,2996,282,"-2,3","-78,116667",10,2020
Napo,133705,1438,82,"-0,989","-77,8159",10,2020
Orellana,161338,1952,221,"-0,466667","-76,966667",10,2020
Pastaza,114202,2255,110,"-1,066667","-78,001111",10,2020
Pichincha,3228233,58995,19065,"-0,218611","-78,509722",10,2020
Santa Elena,401178,1720,236,"-2,2267","-80,8583",10,2020
Sto. Domingo Tsáchilas,511151,5274,372,"-0,254167","-79,171944",10,2020
Sucumbíos,230503,2754,198,"0,084722","-76,882778",10,2020
Tungurahua,590600,5114,406,"-1,241667","-78,619722",10,2020
Zamora Chinchipe,120416,1577,88,"-4,12","-78,8",10,2020
Azuay,881394,11889,1285,"-2,897414","-79,004481",11,2020
Bolívar,209933,2382,278,"-1,605556","-79,003056",11,2020
Carchi,186869,3289,247,"0,81218","-77,71633",11,2020
Cañar,281396,2437,328,"-2,733333","-78,833333",11,2020
Chimborazo,524004,2845,335,"-1,674347","-78,648294",11,2020
Cotopaxi,488716,5093,537,"-0,933333","-78,616667",11,2020
El Oro,715751,7367,915,"-3,266667","-79,966667",11,2020
Esmeraldas,591083,4845,619,"1,05","-79,2",11,2020
Galápagos,33042,628,401,"-0,8","-89,4",11,2020
Guayas,4387434,24336,2210,"-2,183333","-79,883333",11,2020
Imbabura,476257,5407,662,"0,362678","-78,130667",11,2020
Loja,521154,7011,791,"-3,983333","-79,2",11,2020
Los Ríos,921763,4457,457,"-1,8","-79,533333",11,2020
Manabí,1562079,12905,1709,"-1,056181","-80,455217",11,2020
Morona Santiago,196535,3282,286,"-2,3","-78,116667",11,2020
Napo,133705,1537,99,"-0,989","-77,8159",11,2020
Orellana,161338,2064,112,"-0,466667","-76,966667",11,2020
Pastaza,114202,2338,83,"-1,066667","-78,001111",11,2020
Pichincha,3228233,69629,10634,"-0,218611","-78,509722",11,2020
Santa Elena,401178,2140,420,"-2,2267","-80,8583",11,2020
Sto. Domingo Tsáchilas,511151,5628,354,"-0,254167","-79,171944",11,2020
Sucumbíos,230503,2893,139,"0,084722","-76,882778",11,2020
Tungurahua,590600,6673,1559,"-1,241667","-78,619722",11,2020
Zamora Chinchipe,120416,1610,33,"-4,12","-78,8",11,2020
Azuay,881394,13557,1668,"-2,897414","-79,004481",12,2020
Bolívar,209933,2527,145,"-1,605556","-79,003056",12,2020
Carchi,186869,3629,340,"0,81218","-77,71633",12,2020
Cañar,281396,2804,367,"-2,733333","-78,833333",12,2020
Chimborazo,524004,3253,408,"-1,674347","-78,648294",12,2020
Cotopaxi,488716,5655,562,"-0,933333","-78,616667",12,2020
El Oro,715751,8323,956,"-3,266667","-79,966667",12,2020
Esmeraldas,591083,5044,199,"1,05","-79,2",12,2020
Galápagos,33042,918,290,"-0,8","-89,4",12,2020
Guayas,4387434,27317,2981,"-2,183333","-79,883333",12,2020
Imbabura,476257,6063,656,"0,362678","-78,130667",12,2020
Loja,521154,7592,581,"-3,983333","-79,2",12,2020
Los Ríos,921763,4899,442,"-1,8","-79,533333",12,2020
Manabí,1562079,14960,2055,"-1,056181","-80,455217",12,2020
Morona Santiago,196535,3641,359,"-2,3","-78,116667",12,2020
Napo,133705,1668,131,"-0,989","-77,8159",12,2020
Orellana,161338,2110,46,"-0,466667","-76,966667",12,2020
Pastaza,114202,2411,73,"-1,066667","-78,001111",12,2020
Pichincha,3228233,75465,5836,"-0,218611","-78,509722",12,2020
Santa Elena,401178,2631,491,"-2,2267","-80,8583",12,2020
Sto. Domingo Tsáchilas,511151,5914,286,"-0,254167","-79,171944",12,2020
Sucumbíos,230503,3009,116,"0,084722","-76,882778",12,2020
Tungurahua,590600,7453,780,"-1,241667","-78,619722",12,2020
Zamora Chinchipe,120416,1669,59,"-4,12","-78,8",12,2020
