zona,region,provincia,poblacion,semana,mes,anio,primera_dosis,dosis_refuerzo,dosis_total,dosis_unica,segunda_dosis
2,amazonia,Napo,133705,38,9,2021,578536,0,1053687,15509,459642
3,sierra,Tungurahua,590600,12,3,2021,37409,0,39220,0,1811
2,amazonia,Pastaza,114202,14,3,2021,10859,0,11815,0,956
1,costa,Esmeraldas,591083,43,10,2021,2429595,204,4509861,138640,1941422
6,amazonia,Morona Santiago,196535,19,5,2021,121380,0,141180,0,19800
3,sierra,Chimborazo,524004,37,9,2021,2214893,0,4016940,57941,1744106
6,amazonia,Morona Santiago,196535,8,2,2021,1358,0,1358,0,0
3,sierra,Bolívar,209933,31,7,2021,804182,0,1058554,0,254372
8,costa,Guayas,4387434,23,6,2021,2094960,0,3024813,0,929853
7,costa,El Oro,715751,6,1,2021,40,0,40,0,0
4,costa,Sto. Domingo Tsáchilas,511151,41,10,2021,1892654,0,3700890,185347,1622889
3,sierra,Tungurahua,590600,22,5,2021,484641,0,614122,0,129481
5,insular,Galápagos,33042,27,7,2021,86977,0,152835,0,65858
2,amazonia,Sucumbíos,230503,13,3,2021,36264,0,38602,0,2338
4,costa,Manabí,1562079,18,5,2021,100761,0,118048,0,17287
4,costa,Sto. Domingo Tsáchilas,511151,32,8,2021,1741054,0,2116334,0,375280
2,amazonia,Pastaza,114202,34,8,2021,375485,0,583050,760,206805
2,amazonia,Pastaza,114202,16,4,2021,24346,0,27274,0,2928
3,sierra,Tungurahua,590600,5,1,2022,2877322,626306,6388162,192630,2691904
2,amazonia,Pastaza,114202,40,9,2021,278198,0,529978,18153,233627
6,sierra,Cañar,281396,23,5,2021,61668,0,84432,0,22764
4,costa,Sto. Domingo Tsáchilas,511151,21,5,2021,279930,0,363788,0,83858
7,costa,El Oro,715751,39,9,2021,3419089,0,6501830,73834,3008907
3,sierra,Bolívar,209933,32,8,2021,836027,0,1174818,0,338791
1,sierra,Imbabura,476257,10,3,2021,19424,0,20390,0,966
2,amazonia,Orellana,161338,47,11,2021,815407,4536,1433161,25324,587894
2,amazonia,Sucumbíos,230503,27,7,2021,124582,0,160787,0,36205
4,costa,Manabí,1562079,42,10,2021,7243986,0,13865991,295628,6326377
1,sierra,Imbabura,476257,4,1,2022,2744270,484657,5984696,123547,2632222
3,sierra,Chimborazo,524004,53,12,2021,2368629,235427,4732306,83269,2044981
7,amazonia,Zamora Chinchipe,120416,46,11,2021,563655,3621,995532,13963,414293
6,amazonia,Morona Santiago,196535,2,1,2022,771610,70699,1558500,76282,639909
1,sierra,Imbabura,476257,31,7,2021,1968509,0,2460119,0,491610
6,amazonia,Morona Santiago,196535,16,4,2021,48793,0,63148,0,14355
2,amazonia,Sucumbíos,230503,42,10,2021,915370,0,1694937,43395,736172
7,costa,El Oro,715751,45,11,2021,3346524,20046,6110348,74681,2669097
1,sierra,Imbabura,476257,33,8,2021,2178975,0,2987362,324,808063
7,sierra,Loja,521154,3,1,2022,3027470,497264,6404643,41047,2838862
9,sierra,Pichincha,3228233,9,2,2021,82519,0,90964,0,8445
9,sierra,Pichincha,3228233,15,4,2021,808405,0,1024526,0,216121
5,costa,Los Ríos,921763,40,9,2021,2473689,0,4729836,107164,2148983
3,sierra,Bolívar,209933,33,8,2021,836269,0,1305319,0,469050
9,sierra,Pichincha,3228233,45,11,2021,15429251,179070,29143461,310741,13224399
6,sierra,Cañar,281396,48,11,2021,1265029,40048,2410909,55051,1050781
3,sierra,Bolívar,209933,5,1,2022,1054853,175995,2172277,42683,898746
2,amazonia,Napo,133705,36,9,2021,328355,0,580649,6975,245319
6,amazonia,Morona Santiago,196535,41,10,2021,557918,0,1057803,46598,453287
2,amazonia,Orellana,161338,37,9,2021,662685,0,1208437,13301,532451
2,amazonia,Sucumbíos,230503,12,3,2021,20902,0,22876,0,1974
6,amazonia,Morona Santiago,196535,36,9,2021,296753,0,547335,12077,238505
3,sierra,Cotopaxi,488716,33,8,2021,2054377,0,2872924,0,818547
3,sierra,Tungurahua,590600,36,8,2021,1120107,0,2066525,33423,912995
2,amazonia,Orellana,161338,34,8,2021,676464,0,974802,731,297607
3,sierra,Tungurahua,590600,34,8,2021,2600941,0,4099261,8793,1489527
1,sierra,Imbabura,476257,23,5,2021,138990,0,193152,0,54162
3,sierra,Chimborazo,524004,52,12,2021,2754789,246839,5436663,94381,2340654
3,sierra,Bolívar,209933,8,2,2021,1936,0,2101,0,165
5,costa,Los Ríos,921763,49,11,2021,1850707,23550,3346147,74144,1397746
7,sierra,Loja,521154,17,4,2021,348761,0,415598,0,66837
7,sierra,Loja,521154,24,6,2021,770412,0,1130439,0,360027
6,sierra,Azuay,881394,17,4,2021,525057,0,636492,0,111435
6,amazonia,Morona Santiago,196535,17,4,2021,67829,0,85772,0,17943
9,sierra,Pichincha,3228233,10,3,2021,137440,0,147024,0,9584
1,costa,Esmeraldas,591083,39,9,2021,2255856,0,4271946,117772,1898318
6,sierra,Cañar,281396,28,7,2021,389436,0,573766,0,184330
5,insular,Galápagos,33042,19,5,2021,151577,0,189304,0,37727
5,insular,Galápagos,33042,2,1,2022,208970,85910,494874,0,199994
7,amazonia,Zamora Chinchipe,120416,23,5,2021,30537,0,40150,0,9613
5,costa,Los Ríos,921763,5,1,2022,4159639,377594,8159262,179957,3442072
1,costa,Esmeraldas,591083,35,8,2021,2262003,0,3805966,39402,1504561
7,amazonia,Zamora Chinchipe,120416,32,8,2021,435785,0,572958,0,137173
3,sierra,Chimborazo,524004,15,4,2021,144482,0,167008,0,22526
1,sierra,Carchi,186869,23,5,2021,67749,0,93235,0,25486
5,costa,Los Ríos,921763,1,1,2022,664812,31207,1255473,26565,532889
4,costa,Manabí,1562079,19,5,2021,817557,0,955625,0,138068
4,costa,Manabí,1562079,6,1,2021,988,0,988,0,0
6,sierra,Azuay,881394,19,5,2021,772894,0,934512,0,161618
1,costa,Esmeraldas,591083,27,7,2021,289999,0,385402,0,95403
2,amazonia,Pastaza,114202,21,5,2021,67662,0,82390,0,14728
7,sierra,Loja,521154,18,4,2021,367642,0,437264,0,69622
2,amazonia,Orellana,161338,21,5,2021,115864,0,133391,0,17527
5,insular,Galápagos,33042,34,8,2021,223412,0,391615,0,168203
8,costa,Guayas,4387434,10,2,2021,18152,0,19616,0,1464
1,sierra,Carchi,186869,49,11,2021,516141,17985,941434,18493,388815
6,sierra,Cañar,281396,26,6,2021,308640,0,455281,0,146641
3,sierra,Bolívar,209933,36,9,2021,469290,0,894045,16847,407908
8,costa,Guayas,4387434,21,5,2021,2477662,0,3136440,0,658778
2,amazonia,Sucumbíos,230503,39,9,2021,874267,0,1633496,37175,722054
7,sierra,Loja,521154,53,12,2021,2574357,294996,5285830,30184,2386293
7,amazonia,Zamora Chinchipe,120416,28,7,2021,186353,0,265927,0,79574
3,sierra,Bolívar,209933,39,9,2021,901937,0,1668349,36207,730205
4,costa,Sto. Domingo Tsáchilas,511151,30,7,2021,1391447,0,1643487,0,252040
6,sierra,Azuay,881394,20,5,2021,836198,0,1035733,0,199535
2,amazonia,Orellana,161338,36,8,2021,289917,0,494824,2736,202171
4,costa,Sto. Domingo Tsáchilas,511151,22,5,2021,331121,0,426385,0,95264
7,costa,El Oro,715751,14,3,2021,74656,0,84979,0,10323
4,costa,Manabí,1562079,25,6,2021,1736352,0,2322466,0,586114
5,insular,Galápagos,33042,31,7,2021,216462,0,373447,0,156985
4,costa,Manabí,1562079,18,4,2021,541986,0,630149,0,88163
3,sierra,Cotopaxi,488716,5,1,2022,2379101,513879,5217116,176230,2147906
4,costa,Sto. Domingo Tsáchilas,511151,9,2,2021,10948,0,11956,0,1008
5,insular,Galápagos,33042,18,4,2021,84824,0,115361,0,30537
1,sierra,Imbabura,476257,34,8,2021,2179825,0,3430308,2707,1247776
3,sierra,Cotopaxi,488716,52,12,2021,2700673,212512,5440720,187948,2339587
4,costa,Sto. Domingo Tsáchilas,511151,14,4,2021,24354,0,28422,0,4068
6,amazonia,Morona Santiago,196535,12,3,2021,25163,0,26030,0,867
1,sierra,Imbabura,476257,13,3,2021,52433,0,63602,0,11169
7,amazonia,Zamora Chinchipe,120416,40,9,2021,344458,0,623920,7836,271626
2,amazonia,Pastaza,114202,20,5,2021,62970,0,74253,0,11283
3,sierra,Chimborazo,524004,4,1,2021,3,0,3,0,0
7,costa,El Oro,715751,43,10,2021,3644219,0,6797602,85324,3068059
6,sierra,Cañar,281396,40,9,2021,715011,0,1339220,33960,590249
9,sierra,Pichincha,3228233,5,1,2022,16812035,4315011,37730709,361756,16241907
6,sierra,Cañar,281396,18,4,2021,99034,0,122764,0,23730
3,sierra,Cotopaxi,488716,18,4,2021,167024,0,189569,0,22545
4,costa,Sto. Domingo Tsáchilas,511151,37,9,2021,1794585,0,3510201,158858,1556758
1,costa,Esmeraldas,591083,31,7,2021,2001363,0,2365853,0,364490
3,sierra,Chimborazo,524004,8,2,2021,5637,0,6042,0,405
2,amazonia,Pastaza,114202,35,8,2021,377444,0,634071,4004,252623
3,sierra,Chimborazo,524004,36,8,2021,967017,0,1645785,13547,665221
5,costa,Los Ríos,921763,47,11,2021,4096758,19077,7443300,169329,3158136
1,sierra,Imbabura,476257,8,2,2021,5040,0,5509,0,469
1,sierra,Imbabura,476257,19,5,2021,363832,0,424060,0,60228
9,sierra,Pichincha,3228233,7,2,2021,21545,0,24401,0,2856
5,costa,Los Ríos,921763,8,2,2021,6528,0,7156,0,628
6,sierra,Cañar,281396,22,5,2021,210157,0,273957,0,63800
5,costa,Los Ríos,921763,2,1,2022,4685559,247819,8898059,189794,3774887
4,costa,Sto. Domingo Tsáchilas,511151,5,1,2022,2264111,236107,4670878,206986,1963674
1,costa,Esmeraldas,591083,9,2,2021,12222,0,12944,0,722
3,sierra,Chimborazo,524004,6,2,2021,1674,0,1674,0,0
1,sierra,Carchi,186869,50,12,2021,1206836,65013,2265326,45619,947858
2,amazonia,Sucumbíos,230503,31,7,2021,749792,0,890588,0,140796
6,amazonia,Morona Santiago,196535,49,12,2021,414559,20109,804594,37410,332516
6,sierra,Cañar,281396,53,12,2021,1145475,120473,2326327,50816,1009563
4,costa,Manabí,1562079,29,7,2021,3605941,0,4581435,0,975494
2,amazonia,Orellana,161338,18,5,2021,11093,0,13200,0,2107
1,sierra,Imbabura,476257,40,9,2021,1560825,0,3031274,49537,1420912
8,costa,Guayas,4387434,36,9,2021,9828561,0,18249554,186783,8234210
1,sierra,Carchi,186869,49,12,2021,688681,30799,1271815,25425,526910
4,costa,Manabí,1562079,49,12,2021,5020489,114193,9411117,189615,4086820
6,sierra,Cañar,281396,23,6,2021,164790,0,226898,0,62108
6,sierra,Azuay,881394,16,4,2021,370739,0,456390,0,85651
1,sierra,Imbabura,476257,10,2,2021,3092,0,3253,0,161
6,sierra,Cañar,281396,3,1,2022,1361839,214686,2853378,61955,1214898
2,amazonia,Pastaza,114202,53,12,2021,439626,36948,889481,34912,377995
1,costa,Esmeraldas,591083,20,5,2021,336563,0,383948,0,47385
8,costa,Guayas,4387434,19,5,2021,1906219,0,2267321,0,361102
2,amazonia,Pastaza,114202,36,8,2021,162137,0,288435,3044,123254
8,costa,Guayas,4387434,9,2,2021,99920,0,107701,0,7781
2,amazonia,Sucumbíos,230503,50,12,2021,1130050,38834,2124823,55718,900221
2,amazonia,Orellana,161338,16,4,2021,35112,0,43309,0,8197
9,sierra,Pichincha,3228233,47,11,2021,18692550,495204,35539256,369179,15982323
7,sierra,Loja,521154,38,9,2021,2505009,0,4684546,15570,2163967
7,amazonia,Zamora Chinchipe,120416,37,9,2021,463847,0,824102,7626,352629
3,sierra,Bolívar,209933,47,11,2021,1050141,18238,1897775,43853,785543
6,amazonia,Morona Santiago,196535,40,9,2021,389423,0,741898,30209,322266
7,costa,El Oro,715751,27,7,2021,407784,0,593574,0,185790
1,costa,Esmeraldas,591083,23,5,2021,110614,0,147357,0,36743
6,sierra,Cañar,281396,10,2,2021,901,0,967,0,66
1,sierra,Carchi,186869,18,5,2021,26267,0,30090,0,3823
3,sierra,Chimborazo,524004,16,4,2021,201948,0,228971,0,27023
6,sierra,Cañar,281396,15,4,2021,59102,0,71672,0,12570
7,sierra,Loja,521154,23,6,2021,511019,0,730844,0,219825
2,amazonia,Sucumbíos,230503,33,8,2021,866941,0,1201807,0,334866
2,amazonia,Napo,133705,18,4,2021,70695,0,85196,0,14501
7,costa,El Oro,715751,6,2,2021,2808,0,2808,0,0
8,costa,Guayas,4387434,45,11,2021,17459196,18695,32125816,535252,14112673
5,insular,Galápagos,33042,21,5,2021,186600,0,247431,0,60831
7,amazonia,Zamora Chinchipe,120416,49,11,2021,257105,6482,466550,6713,196250
4,costa,Sto. Domingo Tsáchilas,511151,19,5,2021,186144,0,227724,0,41580
7,costa,El Oro,715751,3,1,2022,4251898,516175,8729136,113573,3847490
3,sierra,Tungurahua,590600,3,1,2022,3336262,507669,7141446,212593,3084922
5,costa,Los Ríos,921763,45,10,2021,561599,61,1030027,23245,445122
2,amazonia,Sucumbíos,230503,45,11,2021,854184,4216,1545901,40446,647055
9,sierra,Pichincha,3228233,50,12,2021,19190950,1173577,38282251,385310,17532414
7,sierra,Loja,521154,40,10,2021,725592,0,1368414,6364,636458
6,amazonia,Morona Santiago,196535,10,3,2021,5206,0,5758,0,552
7,amazonia,Zamora Chinchipe,120416,51,12,2021,615136,30347,1161214,18209,497522
2,amazonia,Pastaza,114202,11,3,2021,3360,0,4004,0,644
2,amazonia,Pastaza,114202,26,6,2021,111406,0,149555,0,38149
1,sierra,Carchi,186869,25,6,2021,267261,0,388480,0,121219
3,sierra,Cotopaxi,488716,26,6,2021,568103,0,846787,0,278684
2,amazonia,Napo,133705,4,1,2022,777555,67589,1545471,26554,673773
7,costa,El Oro,715751,44,10,2021,3828767,10507,7020970,86463,3095233
6,sierra,Cañar,281396,27,7,2021,143802,0,215498,0,71696
1,sierra,Imbabura,476257,53,12,2021,2313035,201225,4797784,86509,2197015
5,costa,Santa Elena,401178,29,7,2021,921174,0,1140280,0,219106
4,costa,Manabí,1562079,40,10,2021,2014679,0,3893202,79675,1798848
3,sierra,Tungurahua,590600,27,7,2021,362216,0,524333,0,162117
7,costa,El Oro,715751,4,1,2022,4273928,615978,8899714,122360,3887448
3,sierra,Chimborazo,524004,25,6,2021,657350,0,953660,0,296310
2,amazonia,Sucumbíos,230503,11,3,2021,8052,0,8646,0,594
3,sierra,Cotopaxi,488716,49,11,2021,1136374,37075,2123795,74442,875904
6,amazonia,Morona Santiago,196535,27,7,2021,87177,0,129820,0,42643
3,sierra,Bolívar,209933,15,4,2021,60551,0,71829,0,11278
6,amazonia,Morona Santiago,196535,28,7,2021,231018,0,335726,0,104708
7,amazonia,Zamora Chinchipe,120416,45,11,2021,470419,1438,832645,11604,349184
3,sierra,Tungurahua,590600,49,12,2021,1858898,71123,3565420,107894,1527505
1,costa,Esmeraldas,591083,10,2,2021,1746,0,1862,0,116
7,costa,El Oro,715751,49,12,2021,2355511,86697,4521781,52813,2026760
3,sierra,Bolívar,209933,53,12,2021,1024121,106770,2009811,40505,838415
7,costa,El Oro,715751,51,12,2021,4163770,212563,8133579,96216,3661030
2,amazonia,Pastaza,114202,8,2,2021,1288,0,1288,0,0
3,sierra,Chimborazo,524004,20,5,2021,443391,0,537513,0,94122
5,costa,Santa Elena,401178,4,1,2022,2144033,203123,4185513,71849,1766508
6,amazonia,Morona Santiago,196535,14,4,2021,16944,0,19392,0,2448
2,amazonia,Pastaza,114202,41,10,2021,394593,0,751378,27709,329076
2,amazonia,Napo,133705,24,6,2021,156354,0,216824,0,60470
4,costa,Sto. Domingo Tsáchilas,511151,31,7,2021,1614684,0,1902967,0,288283
1,sierra,Imbabura,476257,45,10,2021,351618,1085,653523,11442,289378
3,sierra,Bolívar,209933,25,6,2021,284365,0,431027,0,146662
3,sierra,Tungurahua,590600,35,8,2021,2608194,0,4534055,41379,1884482
9,sierra,Pichincha,3228233,37,9,2021,15554330,0,30065838,246028,14265480
9,sierra,Pichincha,3228233,49,11,2021,8181755,343530,16015896,162084,7328527
2,amazonia,Orellana,161338,23,5,2021,34408,0,44669,0,10261
5,insular,Galápagos,33042,6,2,2021,2406,0,2406,0,0
7,costa,El Oro,715751,52,12,2021,4186833,253682,8259865,98232,3721118
3,sierra,Bolívar,209933,9,2,2021,3500,0,3885,0,385
3,sierra,Bolívar,209933,16,4,2021,65594,0,81020,0,15426
2,amazonia,Napo,133705,34,8,2021,598472,0,879047,727,279848
3,sierra,Tungurahua,590600,13,3,2021,50975,0,55886,0,4911
6,sierra,Azuay,881394,49,11,2021,2087612,99913,4017941,45239,1785177
4,costa,Sto. Domingo Tsáchilas,511151,38,9,2021,1806939,0,3564618,167401,1590278
8,costa,Guayas,4387434,51,12,2021,22727524,957771,43345816,641063,19019458
5,costa,Los Ríos,921763,30,7,2021,2330765,0,2897068,0,566303
7,amazonia,Zamora Chinchipe,120416,3,1,2022,635696,73601,1272250,21091,541862
8,costa,Guayas,4387434,40,10,2021,5320127,0,9969304,168710,4480467
4,costa,Sto. Domingo Tsáchilas,511151,1,1,2022,365537,18502,720255,29601,306615
4,costa,Sto. Domingo Tsáchilas,511151,6,1,2021,288,0,288,0,0
7,amazonia,Zamora Chinchipe,120416,26,6,2021,140505,0,202191,0,61686
7,costa,El Oro,715751,37,9,2021,3393456,0,6374064,56069,2924539
3,sierra,Chimborazo,524004,35,8,2021,2244684,0,3618892,18346,1355862
5,costa,Santa Elena,401178,20,5,2021,167877,0,191815,0,23938
4,costa,Manabí,1562079,33,8,2021,6904705,0,9462892,1,2558186
2,amazonia,Napo,133705,15,4,2021,37617,0,48347,0,10730
2,amazonia,Sucumbíos,230503,22,5,2021,162730,0,205561,0,42831
6,sierra,Cañar,281396,47,11,2021,1210707,30648,2249129,53816,953958
1,costa,Esmeraldas,591083,46,11,2021,2730357,12422,4870287,150338,1977170
2,amazonia,Napo,133705,46,11,2021,695312,7088,1215756,20535,492821
9,sierra,Pichincha,3228233,23,5,2021,942998,0,1329606,0,386608
5,costa,Santa Elena,401178,9,2,2021,6489,0,6877,0,388
5,costa,Los Ríos,921763,24,6,2021,623278,0,861766,0,238488
5,costa,Los Ríos,921763,17,4,2021,206636,0,252912,0,46276
7,amazonia,Zamora Chinchipe,120416,15,4,2021,18541,0,25620,0,7079
6,sierra,Azuay,881394,37,9,2021,3943397,0,7499825,55170,3501258
2,amazonia,Napo,133705,31,7,2021,528832,0,628370,0,99538
4,costa,Manabí,1562079,47,11,2021,8388367,80393,15463633,321315,6673558
7,amazonia,Zamora Chinchipe,120416,16,4,2021,27966,0,36687,0,8721
5,insular,Galápagos,33042,52,12,2021,208222,77546,484346,0,198578
6,amazonia,Morona Santiago,196535,23,6,2021,102630,0,147908,0,45278
8,costa,Guayas,4387434,18,4,2021,1269063,0,1543906,0,274843
7,sierra,Loja,521154,51,12,2021,2989223,275700,6022854,32141,2725790
9,sierra,Pichincha,3228233,27,7,2021,2343582,0,3420911,0,1077329
2,amazonia,Orellana,161338,7,2,2021,420,0,420,0,0
1,sierra,Imbabura,476257,36,8,2021,934467,0,1711990,11134,766389
6,amazonia,Morona Santiago,196535,46,11,2021,648406,8280,1200621,55965,487970
4,costa,Manabí,1562079,45,10,2021,1130296,2872,2098891,44749,920974
2,amazonia,Pastaza,114202,10,2,2021,480,0,572,0,92
4,costa,Sto. Domingo Tsáchilas,511151,15,4,2021,72959,0,85405,0,12446
1,costa,Esmeraldas,591083,32,8,2021,2225344,0,2719464,0,494120
6,sierra,Cañar,281396,4,1,2021,262,0,262,0,0
1,sierra,Imbabura,476257,21,5,2021,423516,0,530482,0,106966
2,amazonia,Sucumbíos,230503,52,12,2021,1154353,53205,2216825,58630,950637
2,amazonia,Orellana,161338,4,1,2022,924699,76022,1805328,35242,769365
9,sierra,Pichincha,3228233,44,10,2021,17618510,141785,33369100,361278,15247527
5,insular,Galápagos,33042,37,9,2021,218960,0,398644,0,179684
1,costa,Esmeraldas,591083,49,12,2021,1683657,33624,3129156,106710,1305165
2,amazonia,Sucumbíos,230503,49,11,2021,474032,12065,875419,22813,366509
3,sierra,Cotopaxi,488716,6,2,2021,1200,0,1200,0,0
2,amazonia,Pastaza,114202,7,2,2021,1288,0,1288,0,0
5,insular,Galápagos,33042,47,11,2021,204991,9110,397890,0,183789
3,sierra,Chimborazo,524004,27,6,2021,439760,0,633515,0,193755
5,costa,Los Ríos,921763,23,5,2021,148942,0,191516,0,42574
5,insular,Galápagos,33042,44,10,2021,202239,0,382707,0,180468
4,costa,Manabí,1562079,51,12,2021,8937903,332347,17211100,343050,7597800
5,costa,Santa Elena,401178,10,3,2021,6858,0,7194,0,336
6,sierra,Cañar,281396,25,6,2021,286588,0,416989,0,130401
2,amazonia,Sucumbíos,230503,15,4,2021,57788,0,67961,0,10173
3,sierra,Chimborazo,524004,33,8,2021,2238078,0,3060851,2592,820181
6,amazonia,Morona Santiago,196535,24,6,2021,150568,0,218844,0,68276
2,amazonia,Orellana,161338,13,3,2021,21325,0,23546,0,2221
1,sierra,Carchi,186869,21,5,2021,220427,0,261605,0,41178
2,amazonia,Pastaza,114202,22,5,2021,76971,0,95641,0,18670
3,sierra,Chimborazo,524004,18,5,2021,56633,0,67036,0,10403
2,amazonia,Napo,133705,21,5,2021,146103,0,173574,0,27471
2,amazonia,Sucumbíos,230503,8,2,2021,2190,0,2349,0,159
5,costa,Santa Elena,401178,14,4,2021,15609,0,19306,0,3697
1,sierra,Imbabura,476257,3,1,2022,2725173,378720,5830240,117286,2609061
5,costa,Santa Elena,401178,15,4,2021,42931,0,51919,0,8988
3,sierra,Chimborazo,524004,6,1,2021,279,0,279,0,0
3,sierra,Bolívar,209933,12,3,2021,23771,0,25521,0,1750
3,sierra,Tungurahua,590600,27,6,2021,454785,0,646169,0,191384
2,amazonia,Napo,133705,1,1,2022,109164,6195,211934,3620,92955
7,sierra,Loja,521154,9,2,2021,9538,0,10412,0,874
1,sierra,Carchi,186869,34,8,2021,1067172,0,1584219,179,516868
8,costa,Guayas,4387434,43,10,2021,19410488,261,36005778,620034,15974995
7,amazonia,Zamora Chinchipe,120416,20,5,2021,85631,0,100869,0,15238
3,sierra,Cotopaxi,488716,25,6,2021,513885,0,759302,0,245417
6,sierra,Azuay,881394,18,5,2021,101955,0,122863,0,20908
4,costa,Sto. Domingo Tsáchilas,511151,20,5,2021,227104,0,288814,0,61710
6,sierra,Cañar,281396,31,7,2021,893727,0,1131540,0,237813
9,sierra,Pichincha,3228233,39,9,2021,15851398,0,30791552,334167,14605987
1,costa,Esmeraldas,591083,10,3,2021,12500,0,13196,0,696
9,sierra,Pichincha,3228233,6,1,2021,1776,0,1776,0,0
8,costa,Guayas,4387434,14,3,2021,293328,0,356750,0,63422
8,costa,Guayas,4387434,5,1,2021,9703,0,9703,0,0
